id,id,url,title,genre,cag_rating,cag_release,tomatoScore,popcornScore,abs_squidScore,tScore_qcut,pScore_qcut,tScore_rnd,pScore_rnd,sScore_rnd,sScore_multi,sScore_Output,sScore,sScore_qcut
576,926,/m/under_the_sun,Under the Sun (Under solen),Art House & International,NR,2000,74.0,78,4.0,2,3,7,7,4,6,no-one should,4.0,good
577,927,/m/rescuers_down_under,The Rescuers Down Under,Animation,G,1990,69.0,68,1.0,2,2,6,6,1,4,no-one should,-1.0,okay
578,928,/m/the_tender_trap_1955,The Tender Trap,Classics,NR,1955,67.0,56,11.0,2,1,6,5,1,2,no-one should,-11.0,bad
579,929,/m/millennium_actress_2001,Millennium Actress (Sennen joyû),Animation,PG,2001,93.0,90,3.0,4,4,9,9,3,16,universal,-3.0,okay
580,930,/m/the-chameleon,The Chameleon,Drama,R,2011,25.0,22,3.0,0,0,2,2,3,0,no-one should,-3.0,okay
581,931,/m/1207523-obsessed,Obsessed,Drama,PG-13,2009,19.0,46,27.0,0,1,1,4,2,0,no-one should,27.0,best
582,932,/m/mr-blandings-builds-his-dream-house,Mr. Blandings Builds His Dream House,Classics,NR,1948,82.0,76,6.0,3,3,8,7,6,9,no-one should,-6.0,okay
583,933,/m/tie_me_up_tie_me_down,Átame! (Tie Me Up! Tie Me Down!),Art House & International,NC17,1990,70.0,79,9.0,2,3,7,7,9,6,no-one should,9.0,good
584,935,/m/1013238-manhattan_project,The Manhattan Project,Action & Adventure,PG-13,1986,50.0,46,4.0,1,1,5,4,4,1,no-one should,-4.0,okay
585,936,/m/maggies_plan_2016,Maggie's Plan,Comedy,R,2016,87.0,52,35.0,3,1,8,5,3,3,no-one should,-35.0,worst
586,937,/m/high_life_2018,High Life,Action & Adventure,R,2019,83.0,42,41.0,3,0,8,4,4,0,no-one should,-41.0,worst
587,938,/m/blue_state,Blue State,Art House & International,R,2007,40.0,34,6.0,1,0,4,3,6,0,no-one should,-6.0,okay
588,941,/m/1089755-go_west,Go West,Classics,NR,1925,100.0,80,20.0,4,3,1,8,2,12,toss up,-20.0,worst
589,942,/m/authors_anonymous,Authors Anonymous,Comedy,PG-13,2014,7.0,15,8.0,0,0,7,1,8,0,no-one should,8.0,good
590,943,/m/el_americano_the_movie,El Americano: The Movie,Action & Adventure,NR,2015,50.0,67,17.0,1,2,5,6,1,2,no-one should,17.0,best
591,944,/m/my_way_2012,My Way,Action & Adventure,R,2012,20.0,82,62.0,0,3,2,8,6,0,no-one should,62.0,best
592,946,/m/confusion-of-genders,Confusion of Genders,Art House & International,NR,2000,18.0,60,42.0,0,1,1,6,4,0,no-one should,42.0,best
593,947,/m/final_destination_2,Final Destination 2,Horror,R,2003,48.0,58,10.0,1,1,4,5,1,1,no-one should,10.0,good
594,948,/m/aftershock_2013,Aftershock,Horror,R,2013,38.0,24,14.0,0,0,3,2,1,0,no-one should,-14.0,bad
595,949,/m/touchback,Touchback,Drama,PG-13,2012,38.0,63,25.0,0,2,3,6,2,0,no-one should,25.0,best
596,950,/m/dealt,Dealt,Documentary,NR,2017,95.0,84,11.0,4,4,9,8,1,16,universal,-11.0,bad
597,951,/m/attack_of_the_crab_monsters,Attack of the Crab Monsters,Classics,NR,1957,67.0,29,38.0,2,0,6,2,3,0,no-one should,-38.0,worst
598,953,/m/last_temptation_of_christ,The Last Temptation of Christ,Drama,R,1988,80.0,84,4.0,3,4,8,8,4,12,toss up,4.0,good
599,954,/m/thelonious_monk_straight_no_chaser,"Thelonious Monk: Straight, No Chaser (Straight, No Chaser )",Documentary,PG-13,1988,83.0,89,6.0,3,4,8,8,6,12,toss up,6.0,good
600,955,/m/son_of_the_bride,Son of the Bride,Art House & International,R,2002,86.0,91,5.0,3,4,8,9,5,12,toss up,5.0,good
601,956,/m/1055365-barcelona,Barcelona,Comedy,PG-13,1994,82.0,80,2.0,3,3,8,8,2,9,no-one should,-2.0,okay
602,958,/m/10009640-nights_and_weekends,Nights and Weekends,Drama,NR,2008,85.0,51,34.0,3,1,8,5,3,3,no-one should,-34.0,worst
603,959,/m/cardinal_x,MDMA (Cardinal X),Drama,NR,2018,53.0,81,28.0,1,3,5,8,2,3,no-one should,28.0,best
604,960,/m/1019196-sleuth,Sleuth,Art House & International,PG,1972,96.0,90,6.0,4,4,9,9,6,16,universal,-6.0,okay
605,961,/m/aria,Aria,Art House & International,R,1988,50.0,47,3.0,1,1,5,4,3,1,no-one should,-3.0,okay
606,962,/m/bhowani_junction,Bhowani Junction,Action & Adventure,NR,1956,100.0,60,40.0,4,1,1,6,4,4,critic dominant - risky,-40.0,worst
607,963,/m/1184827-alvin_and_the_chipmunks,Alvin and the Chipmunks,Animation,PG,2007,28.0,64,36.0,0,2,2,6,3,0,no-one should,36.0,best
608,964,/m/planetary,Planetary,Documentary,NR,2015,38.0,61,23.0,0,2,3,6,2,0,no-one should,23.0,best
609,968,/m/exiled,Fong juk (Exiled),Action & Adventure,R,2006,80.0,80,0.0,3,3,8,8,0,9,no-one should,0.0,okay
610,969,/m/van_helsing,Van Helsing,Action & Adventure,PG-13,2004,24.0,57,33.0,0,1,2,5,3,0,no-one should,33.0,best
611,970,/m/fast_times_at_ridgemont_high,Fast Times At Ridgemont High,Comedy,R,1982,78.0,80,2.0,2,3,7,8,2,6,no-one should,2.0,good
612,971,/m/1014451-music_box,Music Box,Drama,PG-13,1989,72.0,76,4.0,2,3,7,7,4,6,no-one should,4.0,good
613,972,/m/polyester,Polyester,Comedy,R,1981,91.0,81,10.0,4,3,9,8,1,12,toss up,-10.0,bad
614,973,/m/familiar_ground,Familiar Ground,Art House & International,NR,2011,80.0,62,18.0,3,2,8,6,1,6,no-one should,-18.0,worst
615,975,/m/replicas_2019,Replicas,Mystery & Suspense,PG-13,2019,9.0,34,25.0,0,0,9,3,2,0,no-one should,25.0,best
616,979,/m/draculas_dog,Dracula's Dog,Horror,R,1981,14.0,23,9.0,0,0,1,2,9,0,no-one should,9.0,good
617,981,/m/1004407-cobra,Cobra,Action & Adventure,R,1986,14.0,42,28.0,0,0,1,4,2,0,no-one should,28.0,best
618,982,/m/jimi_all_is_by_my_side,Jimi: All Is by My Side,Drama,R,2014,67.0,37,30.0,2,0,6,3,3,0,no-one should,-30.0,worst
619,984,/m/family_friend,L' Amico di Famiglia (The Family Friend) (Friend of the Family),Art House & International,NR,2006,75.0,72,3.0,2,3,7,7,3,6,no-one should,-3.0,okay
620,987,/m/heat_2013,Wild Card,Action & Adventure,R,2015,31.0,29,2.0,0,0,3,2,2,0,no-one should,-2.0,okay
621,992,/m/rich_in_love,Rich in Love,Comedy,PG-13,1993,67.0,38,29.0,2,0,6,3,2,0,no-one should,-29.0,worst
622,994,/m/cremaster_2,Cremaster 2,Drama,NR,1999,71.0,80,9.0,2,3,7,8,9,6,no-one should,9.0,good
623,997,/m/young_mr_lincoln,Young Mr. Lincoln,Classics,NR,1939,100.0,81,19.0,4,3,1,8,1,12,toss up,-19.0,worst
624,999,/m/breakfast_at_tiffanys,Breakfast at Tiffany's,Classics,NR,1961,88.0,91,3.0,3,4,8,9,3,12,toss up,3.0,good
625,1000,/m/hombre_mirando_al_sudeste,Man Facing Southeast (Hombre Mirando al Sudeste),Art House & International,R,1986,86.0,92,6.0,3,4,8,9,6,12,toss up,6.0,good
626,1001,/m/for_a_good_time_call,"For a Good Time, Call...",Comedy,R,2012,57.0,53,4.0,1,1,5,5,4,1,no-one should,-4.0,okay
627,1005,/m/adventures_of_ichabod_and_mr_toad,The Adventures of Ichabod and Mr. Toad,Animation,G,1949,93.0,71,22.0,4,2,9,7,2,8,critic dominant - risky,-22.0,worst
628,1008,/m/fantastic_four_2015,Fantastic Four,Action & Adventure,PG-13,2015,9.0,18,9.0,0,0,9,1,9,0,no-one should,9.0,good
629,1009,/m/amazon_women_on_the_moon,Amazon Women on the Moon,Comedy,R,1987,59.0,57,2.0,1,1,5,5,2,1,no-one should,-2.0,okay
630,1010,/m/a_night_in_the_woods,A Night in the Woods,Art House & International,NR,2013,43.0,7,36.0,1,0,4,7,3,0,no-one should,-36.0,worst
631,1011,/m/the_settlers_2017,The Settlers,Art House & International,NR,2017,95.0,71,24.0,4,2,9,7,2,8,critic dominant - risky,-24.0,worst
632,1014,/m/learning_to_drive,Learning To Drive,Drama,R,2015,65.0,59,6.0,2,1,6,5,6,2,no-one should,-6.0,okay
633,1017,/m/training_day,Training Day,Action & Adventure,R,2001,72.0,89,17.0,2,4,7,8,1,8,peanut dominant - risky,17.0,best
634,1018,/m/despite_the_falling_snow,Despite The Falling Snow,Art House & International,PG-13,2017,9.0,42,33.0,0,0,9,4,3,0,no-one should,33.0,best
635,1019,/m/1071413-last_dance,Last Dance,Cult Movies,R,1996,32.0,50,18.0,0,1,3,5,1,0,no-one should,18.0,best
636,1020,/m/orchestra_of_exiles,Orchestra Of Exiles,Documentary,NR,2012,80.0,70,10.0,3,2,8,7,1,6,no-one should,-10.0,bad
637,1023,/m/alvin_and_the_chipmunks_the_road_chip,Alvin and the Chipmunks: The Road Chip,Animation,PG,2015,15.0,51,36.0,0,1,1,5,3,0,no-one should,36.0,best
638,1026,/m/rangoon,Rangoon,Art House & International,NR,2017,55.0,64,9.0,1,2,5,6,9,2,no-one should,9.0,good
639,1027,/m/macon_county_line,Macon County Line,Action & Adventure,R,1974,43.0,58,15.0,1,1,4,5,1,1,no-one should,15.0,good
640,1028,/m/carlitos_way,Carlito's Way,Drama,R,1993,81.0,91,10.0,3,4,8,9,1,12,toss up,10.0,good
641,1029,/m/meet_the_parents,Meet the Parents,Comedy,PG-13,2000,84.0,79,5.0,3,3,8,7,5,9,no-one should,-5.0,okay
642,1030,/m/firewall,Firewall,Action & Adventure,PG-13,2006,18.0,37,19.0,0,0,1,3,1,0,no-one should,19.0,best
643,1032,/m/myth_of_the_ameican_sleepover,The Myth Of The American Sleepover,Comedy,NR,2011,81.0,52,29.0,3,1,8,5,2,3,no-one should,-29.0,worst
644,1033,/m/womans_secret,A Woman's Secret,Drama,NR,1949,43.0,34,9.0,1,0,4,3,9,0,no-one should,-9.0,bad
645,1035,/m/the_hornets_nest_2014,The Hornet's Nest,Documentary,R,2014,72.0,80,8.0,2,3,7,8,8,6,no-one should,8.0,good
646,1040,/m/dogs_in_space,Dogs in Space,Drama,R,1987,63.0,82,19.0,2,3,6,8,1,6,no-one should,19.0,best
647,1041,/m/love_with_the_proper_stranger,Love with the Proper Stranger,Classics,NR,1963,89.0,87,2.0,3,4,8,8,2,12,toss up,-2.0,okay
648,1045,/m/howard_the_duck,Howard the Duck,Action & Adventure,PG,1986,15.0,38,23.0,0,0,1,3,2,0,no-one should,23.0,best
649,1047,/m/lady_in_white,Lady in White,Horror,PG-13,1988,67.0,69,2.0,2,2,6,6,2,4,no-one should,2.0,good
650,1051,/m/tremors_a_cold_day_in_hell,Tremors: A Cold Day in Hell,Horror,PG-13,2018,40.0,31,9.0,1,0,4,3,9,0,no-one should,-9.0,bad
651,1055,/m/mighty_aphrodite,Mighty Aphrodite,Comedy,R,1995,77.0,73,4.0,2,3,7,7,4,6,no-one should,-4.0,okay
652,1057,/m/dangerous_ground,Dangerous Ground,Action & Adventure,R,1997,8.0,35,27.0,0,0,8,3,2,0,no-one should,27.0,best
653,1060,/m/sing,Sing,Drama,PG-13,1989,43.0,90,47.0,1,4,4,9,4,4,peanut dominant - risky,47.0,best
654,1061,/m/illuminata,Illuminata,Comedy,R,1999,40.0,67,27.0,1,2,4,6,2,2,no-one should,27.0,best
655,1062,/m/hanky_panky,Hanky Panky,Action & Adventure,PG,1982,33.0,31,2.0,0,0,3,3,2,0,no-one should,-2.0,okay
656,1063,/m/big_eyes,Big Eyes,Drama,PG-13,2014,72.0,68,4.0,2,2,7,6,4,4,no-one should,-4.0,okay
657,1064,/m/salvo,Salvo,Drama,NR,2014,75.0,47,28.0,2,1,7,4,2,2,no-one should,-28.0,worst
658,1065,/m/mental_2012,Mental,Art House & International,NR,2013,43.0,55,12.0,1,1,4,5,1,1,no-one should,12.0,good
659,1066,/m/1159618-superhero,Superhero Movie,Action & Adventure,PG-13,2008,17.0,32,15.0,0,0,1,3,1,0,no-one should,15.0,good
660,1067,/m/dallas-362,Dallas 362,Drama,R,2005,53.0,61,8.0,1,2,5,6,8,2,no-one should,8.0,good
661,1068,/m/mimic_sentinel,Mimic: Sentinel,Horror,R,2003,60.0,15,45.0,1,0,6,1,4,0,no-one should,-45.0,worst
662,1070,/m/inkheart,Inkheart,Action & Adventure,PG,2009,38.0,45,7.0,0,1,3,4,7,0,no-one should,7.0,good
663,1072,/m/skin_in_the_game_2019,Skin in the Game,Drama,NR,2019,67.0,64,3.0,2,2,6,6,3,4,no-one should,-3.0,okay
664,1073,/m/1208173-splice,Splice,Horror,R,2010,76.0,37,39.0,2,0,7,3,3,0,no-one should,-39.0,worst
665,1075,/m/safe_house_2012,Safe House,Action & Adventure,R,2012,52.0,63,11.0,1,2,5,6,1,2,no-one should,11.0,good
666,1077,/m/troublemakers_the_story_of_land_art_2016,Troublemakers: The Story of Land Art,Documentary,NR,2016,94.0,70,24.0,4,2,9,7,2,8,critic dominant - risky,-24.0,worst
667,1078,/m/city_of_life_and_death,City of Life and Death,Art House & International,R,2011,92.0,86,6.0,4,4,9,8,6,16,universal,-6.0,okay
668,1079,/m/1059487-nobodys_fool,Nobody's Fool,Comedy,R,1994,91.0,81,10.0,4,3,9,8,1,12,toss up,-10.0,bad
669,1080,/m/darkest_hour_2017,Darkest Hour,Drama,PG-13,2017,85.0,82,3.0,3,3,8,8,3,9,no-one should,-3.0,okay
670,1081,/m/doa_dead_or_alive,DOA: Dead or Alive,Action & Adventure,PG-13,2007,33.0,36,3.0,0,0,3,3,3,0,no-one should,3.0,good
671,1082,/m/longshots,The Longshots,Comedy,PG,2008,41.0,61,20.0,1,2,4,6,2,2,no-one should,20.0,best
672,1084,/m/1098812-boom,Boom!,Art House & International,PG,1968,20.0,51,31.0,0,1,2,5,3,0,no-one should,31.0,best
673,1085,/m/9_songs,9 Songs,Art House & International,NR,2005,24.0,32,8.0,0,0,2,3,8,0,no-one should,8.0,good
674,1086,/m/an_episode_in_the_life_of_an_iron_picker,An Episode in the Life of an Iron Picker,Art House & International,NR,2013,93.0,63,30.0,4,2,9,6,3,8,critic dominant - risky,-30.0,worst
675,1087,/m/the_small_back_room_1952,The Small Back Room,Action & Adventure,NR,1952,83.0,75,8.0,3,3,8,7,8,9,no-one should,-8.0,bad
676,1088,/m/wheres_my_roy_cohn,Where's My Roy Cohn?,Documentary,PG-13,2019,86.0,81,5.0,3,3,8,8,5,9,no-one should,-5.0,okay
677,1091,/m/1038517-murders_in_the_rue_morgue,Murders in the Rue Morgue,Action & Adventure,NR,1932,83.0,46,37.0,3,1,8,4,3,3,no-one should,-37.0,worst
678,1092,/m/10009151-box,The Box,Horror,PG-13,2009,44.0,24,20.0,1,0,4,2,2,0,no-one should,-20.0,worst
679,1094,/m/home_of_the_brave,Home of the Brave,Action & Adventure,R,2006,23.0,47,24.0,0,1,2,4,2,0,no-one should,24.0,best
680,1097,/m/king_cobra_2016,King Cobra,Drama,NR,2016,49.0,32,17.0,1,0,4,3,1,0,no-one should,-17.0,bad
681,1098,/m/five_days_one_summer,Five Days One Summer,Drama,PG,1983,14.0,30,16.0,0,0,1,3,1,0,no-one should,16.0,best
682,1099,/m/2012,2012,Action & Adventure,PG-13,2009,39.0,47,8.0,1,1,3,4,8,1,no-one should,8.0,good
683,1100,/m/stage_beauty,Stage Beauty,Comedy,R,2004,64.0,78,14.0,2,3,6,7,1,6,no-one should,14.0,good
684,1101,/m/things_you_can_tell_just_by_looking_at_her,Things You Can Tell Just by Looking at Her,Comedy,PG-13,2000,74.0,64,10.0,2,2,7,6,1,4,no-one should,-10.0,bad
685,1102,/m/clash_by_night,Clash by Night,Classics,NR,1952,73.0,70,3.0,2,2,7,7,3,4,no-one should,-3.0,okay
686,1103,/m/stupids,The Stupids,Comedy,PG,1996,20.0,38,18.0,0,0,2,3,1,0,no-one should,18.0,best
687,1105,/m/force_2_2016,Force 2,Action & Adventure,NR,2016,55.0,43,12.0,1,0,5,4,1,0,no-one should,-12.0,bad
688,1106,/m/robin_williams_come_inside_my_mind,Robin Williams: Come Inside My Mind,Documentary,NR,2018,96.0,87,9.0,4,4,9,8,9,16,universal,-9.0,bad
689,1107,/m/imaginary_heroes,Imaginary Heroes,Comedy,R,2005,34.0,81,47.0,0,3,3,8,4,0,no-one should,47.0,best
690,1108,/m/the_keeper_of_lost_causes,The Keeper of Lost Causes (Kvinden i buret),Art House & International,NR,2016,70.0,67,3.0,2,2,7,6,3,4,no-one should,-3.0,okay
691,1109,/m/addams_family_values,Addams Family Values,Comedy,PG-13,1993,76.0,63,13.0,2,2,7,6,1,4,no-one should,-13.0,bad
692,1111,/m/night_school_2018,Night School,Comedy,PG-13,2018,27.0,37,10.0,0,0,2,3,1,0,no-one should,10.0,good
693,1114,/m/a_walk_to_beautiful,A Walk to Beautiful,Documentary,NR,2008,89.0,94,5.0,3,4,8,9,5,12,toss up,5.0,good
694,1116,/m/sanju,Sanju,Drama,NR,2018,36.0,78,42.0,0,3,3,7,4,0,no-one should,42.0,best
695,1118,/m/a-mothers-courage-talking-back-to-autism,A Mother's Courage: Talking Back To Autism (Sólskinsdrengurinn),Art House & International,NR,2010,56.0,77,21.0,1,3,5,7,2,3,no-one should,21.0,best
696,1119,/m/machinist,The Machinist,Drama,R,2004,77.0,83,6.0,2,4,7,8,6,8,peanut dominant - risky,6.0,good
697,1121,/m/1101051-bedazzled,Bedazzled,Comedy,PG-13,2000,49.0,42,7.0,1,0,4,4,7,0,no-one should,-7.0,okay
698,1122,/m/detroit_rock_city,Detroit Rock City,Comedy,R,1999,48.0,82,34.0,1,3,4,8,3,3,no-one should,34.0,best
699,1124,/m/the_road_within,The Road Within,Comedy,R,2015,45.0,68,23.0,1,2,4,6,2,2,no-one should,23.0,best
700,1125,/m/1107187-high_noon,High Noon,Drama,PG-13,2000,50.0,63,13.0,1,2,5,6,1,2,no-one should,13.0,good
701,1127,/m/year_of_the_gun,Year of the Gun,Action & Adventure,R,1991,29.0,25,4.0,0,0,2,2,4,0,no-one should,-4.0,okay
702,1130,/m/dhadak,Dhadak,Art House & International,NR,2018,33.0,60,27.0,0,1,3,6,2,0,no-one should,27.0,best
703,1131,/m/new_years_evil,New Year's Evil,Horror,R,1981,14.0,14,0.0,0,0,1,1,0,0,no-one should,0.0,okay
704,1132,/m/street_trash,Street Trash,Comedy,NR,1986,67.0,61,6.0,2,2,6,6,6,4,no-one should,-6.0,okay
705,1133,/m/1003119-broken_arrow,Broken Arrow,Action & Adventure,G,1950,89.0,70,19.0,3,2,8,7,1,6,no-one should,-19.0,worst
706,1134,/m/murder_by_contract,Murder by Contract,Drama,G,1958,100.0,82,18.0,4,3,1,8,1,12,toss up,-18.0,worst
707,1135,/m/network,Network,Comedy,R,1976,92.0,93,1.0,4,4,9,9,1,16,universal,1.0,okay
708,1137,/m/nate_and_margaret,Nate & Margaret,Comedy,NR,2012,78.0,51,27.0,2,1,7,5,2,2,no-one should,-27.0,worst
709,1138,/m/robots,Robots,Animation,PG,2005,64.0,53,11.0,2,1,6,5,1,2,no-one should,-11.0,bad
710,1140,/m/1043331-born_yesterday,Born Yesterday,Comedy,PG,1993,25.0,27,2.0,0,0,2,2,2,0,no-one should,2.0,good
711,1142,/m/le_samourai,Le samouraï,Drama,PG,1967,100.0,94,6.0,4,4,1,9,6,16,universal,-6.0,okay
712,1144,/m/10011950-three_blind_mice,Three Blind Mice,Comedy,PG,2008,80.0,50,30.0,3,1,8,5,3,3,no-one should,-30.0,worst
713,1145,/m/christmas_on_mars,Christmas on Mars,Musical & Performing Arts,NR,2008,50.0,52,2.0,1,1,5,5,2,1,no-one should,2.0,good
714,1146,/m/city_of_ghosts_2017,City of Ghosts,Documentary,R,2017,98.0,82,16.0,4,3,9,8,1,12,toss up,-16.0,bad
715,1147,/m/special_treatment,Special Treatment,Art House & International,NR,2011,41.0,33,8.0,1,0,4,3,8,0,no-one should,-8.0,bad
716,1148,/m/good_son,The Good Son,Drama,R,1993,26.0,54,28.0,0,1,2,5,2,0,no-one should,28.0,best
717,1150,/m/housefull_4,Housefull 4,Comedy,NR,2019,40.0,60,20.0,1,1,4,6,2,1,no-one should,20.0,best
718,1155,/m/im_going_home,I'm Going Home,Comedy,NR,2001,96.0,68,28.0,4,2,9,6,2,8,critic dominant - risky,-28.0,worst
719,1156,/m/batman_mask_of_the_phantasm,Batman: Mask of the Phantasm,Action & Adventure,PG,1993,84.0,88,4.0,3,4,8,8,4,12,toss up,4.0,good
720,1157,/m/fast_cheap_and_out_of_control,"Fast, Cheap & Out of Control",Documentary,PG,1997,91.0,84,7.0,4,4,9,8,7,16,universal,-7.0,okay
721,1158,/m/bb_king_the_life_of_riley_2012,BB King: The Life of Riley,Documentary,NR,2014,86.0,85,1.0,3,4,8,8,1,12,toss up,-1.0,okay
722,1160,/m/shes_the_one,She's the One,Comedy,R,1996,61.0,41,20.0,2,0,6,4,2,0,no-one should,-20.0,worst
723,1162,/m/samehada_otoko_to_momojiri_onna,Samehada otoko to momojiri onna (Shark Skin Man and Peach Hip Girl ),Action & Adventure,R,2003,25.0,80,55.0,0,3,2,8,5,0,no-one should,55.0,best
724,1163,/m/edge_codes_the_art_of_motion_picture_editing,Edge Codes: The Art of Motion Picture Editing,Documentary,NR,2005,100.0,100,0.0,4,4,1,1,0,16,universal,0.0,okay
725,1164,/m/red_joan,Red Joan,Drama,R,2019,30.0,59,29.0,0,1,3,5,2,0,no-one should,29.0,best
726,1166,/m/skidoo,Skidoo,Comedy,R,1968,42.0,40,2.0,1,0,4,4,2,0,no-one should,-2.0,okay
727,1167,/m/the_loner_2016,The Persian Connection,Action & Adventure,NR,2017,63.0,75,12.0,2,3,6,7,1,6,no-one should,12.0,good
728,1168,/m/american_rhapsody,An American Rhapsody,Drama,PG-13,2001,55.0,66,11.0,1,2,5,6,1,2,no-one should,11.0,good
729,1169,/m/perfect_man,The Perfect Man,Comedy,PG,2005,6.0,58,52.0,0,1,6,5,5,0,no-one should,52.0,best
730,1171,/m/belly,Belly,Action & Adventure,R,1998,13.0,88,75.0,0,4,1,8,7,0,no-one should,75.0,best
731,1172,/m/the_bling_ring_2013,The Bling Ring,Drama,R,2013,59.0,33,26.0,1,0,5,3,2,0,no-one should,-26.0,worst
732,1173,/m/tell_it_to_the_bees,Tell It to the Bees,Drama,NR,2019,49.0,78,29.0,1,3,4,7,2,3,no-one should,29.0,best
733,1174,/m/1001488-babes_in_toyland,Babes in Toyland,Kids & Family,G,1961,36.0,60,24.0,0,1,3,6,2,0,no-one should,24.0,best
734,1176,/m/freezer_2014,Freezer,Action & Adventure,R,2014,33.0,27,6.0,0,0,3,2,6,0,no-one should,-6.0,okay
735,1177,/m/halloween_ii,Halloween II,Drama,R,1981,28.0,63,35.0,0,2,2,6,3,0,no-one should,35.0,best
736,1180,/m/mere_brother_ki_dulhan_2011,Mere Brother Ki Dulhan,Comedy,NR,2011,50.0,47,3.0,1,1,5,4,3,1,no-one should,-3.0,okay
737,1182,/m/lady_eve,The Lady Eve,Classics,NR,1941,100.0,87,13.0,4,4,1,8,1,16,universal,-13.0,bad
738,1184,/m/witness_for_the_prosecution,Witness for the Prosecution,Classics,NR,1957,100.0,95,5.0,4,4,1,9,5,16,universal,-5.0,okay
739,1188,/m/blood_brother_2018,Blood Brother,Action & Adventure,R,2018,17.0,83,66.0,0,4,1,8,6,0,no-one should,66.0,best
740,1189,/m/5_broken_cameras_2012,5 Broken Cameras,Art House & International,NR,2012,96.0,88,8.0,4,4,9,8,8,16,universal,-8.0,bad
741,1191,/m/voy_a_explotar,Voy a Explotar (I'm Gonna Explode),Art House & International,NR,2008,74.0,60,14.0,2,1,7,6,1,2,no-one should,-14.0,bad
742,1193,/m/labyrinth,Labyrinth,Action & Adventure,PG,1986,70.0,86,16.0,2,4,7,8,1,8,peanut dominant - risky,16.0,best
743,1194,/m/isle_of_dogs_2018,Isle of Dogs,Action & Adventure,PG-13,2018,90.0,87,3.0,3,4,9,8,3,12,toss up,-3.0,okay
744,1196,/m/the_last_suit,The Last Suit (El último traje),Art House & International,NR,2018,78.0,89,11.0,2,4,7,8,1,8,peanut dominant - risky,11.0,good
745,1197,/m/carol_channing_larger_than_life,Carol Channing: Larger Than Life,Documentary,PG,2012,90.0,87,3.0,3,4,9,8,3,12,toss up,-3.0,okay
746,1199,/m/kon_tiki_2012,Kon Tiki,Drama,PG-13,2013,81.0,77,4.0,3,3,8,7,4,9,no-one should,-4.0,okay
747,1200,/m/mi_reino,My Kingdom (Mi Reino),Drama,NR,2002,38.0,53,15.0,0,1,3,5,1,0,no-one should,15.0,good
748,1201,/m/bill_cunningham_new_york_2010,Bill Cunningham New York,Documentary,NR,2011,99.0,92,7.0,4,4,9,9,7,16,universal,-7.0,okay
749,1203,/m/manitou,The Manitou,Horror,PG,1978,33.0,35,2.0,0,0,3,3,2,0,no-one should,2.0,good
750,1206,/m/1023093-war_and_peace,War and Peace,Art House & International,PG,1956,43.0,63,20.0,1,2,4,6,2,2,no-one should,20.0,best
751,1209,/m/bohemian_rhapsody,Bohemian Rhapsody,Drama,PG-13,2018,61.0,85,24.0,2,4,6,8,2,8,peanut dominant - risky,24.0,best
752,1211,/m/eyes_of_tammy_faye,The Eyes of Tammy Faye,Documentary,PG-13,2000,86.0,72,14.0,3,3,8,7,1,9,no-one should,-14.0,bad
753,1212,/m/houseguest,Houseguest,Comedy,PG,1995,14.0,55,41.0,0,1,1,5,4,0,no-one should,41.0,best
754,1216,/m/the_perfect_date,The Perfect Date,Comedy,NR,2019,69.0,38,31.0,2,0,6,3,3,0,no-one should,-31.0,worst
755,1220,/m/sex_and_the_city,Sex and the City,Comedy,R,2008,49.0,77,28.0,1,3,4,7,2,3,no-one should,28.0,best
756,1221,/m/the_mystery_of_the_wax_museum,The Mystery of the Wax Museum,Classics,NR,1933,82.0,64,18.0,3,2,8,6,1,6,no-one should,-18.0,worst
757,1223,/m/wizards,Wizards,Action & Adventure,PG,1977,62.0,70,8.0,2,2,6,7,8,4,no-one should,8.0,good
758,1226,/m/were_the_millers,We're The Millers,Comedy,R,2013,47.0,72,25.0,1,3,4,7,2,3,no-one should,25.0,best
759,1227,/m/rio_2,Rio 2,Animation,G,2014,48.0,58,10.0,1,1,4,5,1,1,no-one should,10.0,good
760,1229,/m/for_roseanna,For Roseanna,Art House & International,PG-13,1997,38.0,82,44.0,0,3,3,8,4,0,no-one should,44.0,best
761,1233,/m/1154356-promise,The Promise (Master of Crimson Armor) (Wu ji),Action & Adventure,PG-13,2005,31.0,44,13.0,0,0,3,4,1,0,no-one should,13.0,good
762,1234,/m/face_of_another,The Face of Another (I Have a Stranger's Face) (Tanin no kao),Art House & International,NR,1967,100.0,91,9.0,4,4,1,9,9,16,universal,-9.0,bad
763,1235,/m/the_hero_2017,The Hero,Drama,R,2017,77.0,58,19.0,2,1,7,5,1,2,no-one should,-19.0,worst
764,1236,/m/odd_couple_ii,The Odd Couple II,Comedy,PG-13,1998,27.0,57,30.0,0,1,2,5,3,0,no-one should,30.0,best
765,1238,/m/1215792-amreeka,Amreeka,Drama,PG-13,2009,87.0,76,11.0,3,3,8,7,1,9,no-one should,-11.0,bad
766,1239,/m/iron_sky,Iron Sky,Action & Adventure,R,2012,39.0,37,2.0,1,0,3,3,2,0,no-one should,-2.0,okay
767,1241,/m/fire_in_the_blood,Fire In The Blood,Documentary,NR,2013,90.0,87,3.0,3,4,9,8,3,12,toss up,-3.0,okay
768,1242,/m/ghost_bird,Ghost Bird,Documentary,NR,2009,91.0,73,18.0,4,3,9,7,1,12,toss up,-18.0,worst
